market,address,id,stored,classifier,candidate,confidence,reason,judgment
index,"2811 Ave, Houston, TX 77009",pmt_2811-ave-77009,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1301 Tabor St, Houston, TX 77009",pmt_1301-tabor-st-77009,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=97.9006; geometry=HCAD unique exact-address polygon; parcel=0331420140005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1008 E 28th St, Houston, TX 77009",pmt_1008-e-28th-st-77009,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1122 E 26th St, Houston, TX 77009",pmt_1122-e-26th-st-77009,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=2 (26013221); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1109 Voight St, Houston, TX 77009",pmt_1109-voight-st-77009,Single Lot,Unknown,Split Lot,unknown,one whole lot; units=1 (one address); master_size=2 (25069481); depth_ft=100.002; geometry=HCAD unique exact-address polygon; parcel=0512040020003; parcel_history=none; measured depth within 0.01 ft of 100-ft boundary,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1121 Louise St, Houston, TX 77009",pmt_1121-louise-st-77009,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=2 (26015303); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1906 Northwood St, Houston, TX 77009",pmt_1906-northwood-st-77009,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=6 (25065655); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1910 Northwood St, Houston, TX 77009",pmt_1910-northwood-st-77009,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=6 (25065655); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1914 Northwood St, Houston, TX 77009",pmt_1914-northwood-st-77009,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=6 (25065655); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1918 Northwood St, Houston, TX 77009",pmt_1918-northwood-st-77009,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=6 (25065655); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1107 E 24th St, Houston, TX 77009",pmt_1107-e-24th-st-77009,Split Lot,Common Driveway,Common Driveway,high,"replat child; units=1 (one address); master_size=3 (25066215); depth_ft=65.1821; geometry=HCAD unique exact-address polygon; parcel=1490540010001; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0351020630025'], 'children': ['1490540010002', '1490540010001', '1490540010003'], 'source': 'refresh/parcel_events.json'}",Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
index,"1109 E 24th St, Houston, TX 77009",pmt_1109-e-24th-st-77009,Split Lot,Common Driveway,Common Driveway,high,"replat child; units=1 (one address); master_size=3 (25066215); depth_ft=65.3635; geometry=HCAD unique exact-address polygon; parcel=1490540010002; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0351020630025'], 'children': ['1490540010002', '1490540010001', '1490540010003'], 'source': 'refresh/parcel_events.json'}",Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
index,"1104 Gibbs St, Houston, TX 77009",pmt_1104-gibbs-st-77009,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=3 (25066215); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"826 E 27th St, Houston, TX 77009",pmt_826-e-27th-st-77009,Single Lot,Unknown,Unknown,unknown,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=120.001; geometry=HCAD unique exact-address polygon; parcel=0350840270012; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"702 Euclid St, Houston, TX 77009",pmt_702-euclid-st-77009,Single Lot,Unknown,Single Lot,unknown,"one whole lot; units=1 (one address); master_size=None (none); depth_ft=151.3001; geometry=HCAD unique exact-address polygon; parcel=0373020000008; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0373020000001'], 'children': ['0373020000008', '0373020000001'], 'source': 'refresh/parcel_events.json'}",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1137 Adele St, Houston, TX 77009",pmt_1137-adele-st-77009,Split Lot,Unknown,Split Lot,unknown,"replat child; units=1 (one address); master_size=None (none); depth_ft=100.0003; geometry=HCAD unique exact-address polygon; parcel=1496840010001; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0350120050001'], 'children': ['0350120050001', '1496840010001', '1496840010002'], 'source': 'refresh/parcel_events.json'}; measured depth within 0.01 ft of 100-ft boundary",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1314 E 28th St, Houston, TX 77009",pmt_1314-e-28th-st-77009,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=100.0287; geometry=HCAD unique exact-address polygon; parcel=0580150000006; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"409 Walton St A, Houston, TX 77009",pmt_409-walton-st-a-77009,Split Lot,Unknown,Common Driveway,unknown,"replat child; units=2 (distinct address unit letters); master_size=2 (25119945); depth_ft=99.9998; geometry=HCAD unique exact-address polygon; parcel=1498680010002; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0330780000011'], 'children': ['1498680010002', '1498680010001'], 'source': 'refresh/parcel_events.json'}; measured depth within 0.01 ft of 100-ft boundary",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,409 Walton Street Unit#B,act_409-walton-street-unit-b,Split Lot,Unknown,Split Lot,unknown,"replat child; units=2 (distinct address unit letters); master_size=2 (25119945); depth_ft=100.0001; geometry=HCAD unique exact-address polygon; parcel=1498680010001; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0330780000011'], 'children': ['1498680010002', '1498680010001'], 'source': 'refresh/parcel_events.json'}; measured depth within 0.01 ft of 100-ft boundary",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"635 Mazal (Pvt) Ln, Houston, TX 77009",pmt_635-mazal-pvt-ln-77009,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=3 (25114941); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1124 Robbie St, Houston, TX 77009",pmt_1124-robbie-st-77009,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=2 (26007129); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"1135 Adele St, Houston, TX 77009",pmt_1135-adele-st-77009,Split Lot,Unknown,Split Lot,unknown,"replat child; units=1 (one address); master_size=None (none); depth_ft=100.0005; geometry=HCAD unique exact-address polygon; parcel=1496840010002; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0350120050001'], 'children': ['0350120050001', '1496840010001', '1496840010002'], 'source': 'refresh/parcel_events.json'}; measured depth within 0.01 ft of 100-ft boundary",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"845 E 26th St, Houston, TX 77009",pmt_845-e-26th-st-77009,Single Lot,Unknown,Unknown,unknown,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=120.0001; geometry=HCAD unique exact-address polygon; parcel=0350840270025; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"940 Nadine St, Houston, TX 77009",pmt_940-nadine-st-77009,Single Lot,Unknown,Split Lot,unknown,"replat child; units=1 (one address); master_size=None (none); depth_ft=120.0276; geometry=HCAD unique exact-address polygon; parcel=0513450000001; parcel_history={'event': 'ASSEMBLY', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0513450000001', '0351090820006'], 'children': ['0513450000001'], 'source': 'refresh/parcel_events.json'}",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"934 Algregg St, Houston, TX 77009",pmt_934-algregg-st-77009,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=2 (26025617); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,"2036 Cortlandt St, Houston, Tx 77008",2131041898,Single Lot,Split Lot,Split Lot,high,fragment only; units=1 (one address); master_size=None (none); depth_ft=130.4496; geometry=HCAD unique exact-address polygon; parcel=0200650000022; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
index,845 West 23rd Street,act_845-w-23,Single Lot,Unknown,Unknown,unknown,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=131.475; geometry=HCAD unique exact-address polygon; parcel=0200460000024; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,231 E 26th Street,act_231-e-26,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.0001; geometry=HCAD unique exact-address polygon; parcel=1427970010002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
index,1315 Waverly Street,act_1315-waverly,Single Lot,Unknown,Single Lot,unknown,"one whole lot; units=1 (one address); master_size=None (none); depth_ft=132.0001; geometry=HCAD unique exact-address polygon; parcel=0201730000043; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0201730000011'], 'children': ['0201730000045', '0201730000044', '0201730000043', '0201730000011'], 'source': 'refresh/parcel_events.json'}",Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
